FlightNum,CarrierCode,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,Distance
5089,QF,SEA,MIA,2023-06-19 09:00:00,2023-06-19 11:00:00,2023-06-19 23:00:00,2023-06-20 00:03:00,4940
2786,UA,SFO,MIA,2023-04-20 19:00:00,2023-04-20 19:58:00,2023-04-21 07:00:00,2023-04-21 06:36:00,4848
1181,EK,ATL,MIA,2023-06-19 04:00:00,2023-06-19 05:15:00,2023-06-19 11:00:00,2023-06-19 11:37:00,599
5338,UA,SEA,JFK,2023-03-27 02:00:00,2023-03-27 03:09:00,2023-03-27 13:00:00,2023-03-27 14:23:00,4783
6607,AA,ORD,MIA,2023-07-08 06:00:00,2023-07-08 06:58:00,2023-07-08 08:00:00,2023-07-08 08:39:00,1956
2352,EK,LAX,DFW,2023-02-09 13:00:00,2023-02-09 14:49:00,2023-02-10 00:00:00,2023-02-10 01:48:00,1374
9480,QF,ORD,JFK,2023-05-05 18:00:00,2023-05-05 18:17:00,2023-05-06 09:00:00,2023-05-06 09:36:00,4110
7232,QF,JFK,SFO,2023-11-12 06:00:00,2023-11-12 06:28:00,2023-11-12 09:00:00,2023-11-12 09:21:00,1622
5018,EK,BOS,ATL,2023-03-17 11:00:00,2023-03-17 10:38:00,2023-03-18 01:00:00,2023-03-18 01:19:00,3720
1803,DL,SEA,SFO,2023-04-13 21:00:00,2023-04-13 22:28:00,2023-04-14 07:00:00,2023-04-14 07:59:00,1344
4416,QF,JFK,LAX,2023-05-21 02:00:00,2023-05-21 03:44:00,2023-05-21 09:00:00,2023-05-21 10:35:00,981
5380,QF,LAX,MIA,2023-08-07 08:00:00,2023-08-07 09:57:00,2023-08-07 20:00:00,2023-08-07 20:18:00,637
8444,BA,BOS,ORD,2023-11-27 16:00:00,2023-11-27 17:51:00,2023-11-27 20:00:00,2023-11-27 19:47:00,1462
6001,SQ,DEN,MIA,2023-11-28 03:00:00,2023-11-28 04:24:00,2023-11-28 05:00:00,2023-11-28 04:33:00,3816
3813,SW,ORD,LAX,2023-02-14 05:00:00,2023-02-14 06:14:00,2023-02-14 11:00:00,2023-02-14 11:39:00,3549
2377,LH,JFK,DEN,2023-01-13 11:00:00,2023-01-13 11:02:00,2023-01-14 00:00:00,2023-01-13 23:53:00,2790
7465,EK,ORD,LAX,2023-12-05 19:00:00,2023-12-05 19:02:00,2023-12-06 09:00:00,2023-12-06 08:47:00,3050
7337,SQ,BOS,DEN,2023-12-09 04:00:00,2023-12-09 03:43:00,2023-12-09 18:00:00,2023-12-09 18:21:00,992
6391,LH,ATL,SEA,2023-08-08 01:00:00,2023-08-08 00:37:00,2023-08-08 10:00:00,2023-08-08 10:03:00,3773
1082,SW,SEA,LAX,2023-10-25 02:00:00,2023-10-25 02:39:00,2023-10-25 11:00:00,2023-10-25 10:34:00,3743
8753,UA,JFK,LAX,2023-12-22 09:00:00,2023-12-22 09:20:00,2023-12-22 14:00:00,2023-12-22 13:33:00,2561
6483,DL,ORD,MIA,2023-05-17 18:00:00,2023-05-17 18:21:00,2023-05-18 09:00:00,2023-05-18 10:23:00,933
1354,EK,ATL,MIA,2023-07-26 13:00:00,2023-07-26 13:08:00,2023-07-26 18:00:00,2023-07-26 17:40:00,1786
3339,QF,BOS,ATL,2023-03-10 13:00:00,2023-03-10 13:03:00,2023-03-11 02:00:00,2023-03-11 01:42:00,2578
3568,UA,DEN,LAX,2023-09-09 16:00:00,2023-09-09 15:53:00,2023-09-10 07:00:00,2023-09-10 07:53:00,4855
5793,SQ,SEA,DEN,2023-05-12 08:00:00,2023-05-12 09:06:00,2023-05-12 10:00:00,2023-05-12 11:01:00,2443
9454,DL,ATL,ORD,2023-08-29 02:00:00,2023-08-29 03:38:00,2023-08-29 17:00:00,2023-08-29 17:29:00,3998
9278,LH,ATL,SEA,2023-07-26 17:00:00,2023-07-26 18:39:00,2023-07-27 01:00:00,2023-07-27 01:53:00,2975
6996,DL,DFW,LAX,2023-12-02 12:00:00,2023-12-02 11:53:00,2023-12-03 00:00:00,2023-12-03 00:01:00,4256
1614,BA,BOS,SFO,2023-07-19 20:00:00,2023-07-19 20:09:00,2023-07-20 03:00:00,2023-07-20 04:49:00,3512
5752,AF,DFW,MIA,2023-08-16 01:00:00,2023-08-16 02:33:00,2023-08-16 11:00:00,2023-08-16 12:24:00,2780
4236,BA,JFK,ORD,2023-12-26 10:00:00,2023-12-26 10:45:00,2023-12-27 00:00:00,2023-12-27 01:12:00,2547
7123,SW,DFW,DEN,2023-04-18 20:00:00,2023-04-18 20:53:00,2023-04-19 05:00:00,2023-04-19 06:10:00,1805
3076,LH,DEN,BOS,2023-02-20 14:00:00,2023-02-20 13:40:00,2023-02-20 17:00:00,2023-02-20 17:01:00,1312
9435,UA,BOS,DEN,2023-05-29 22:00:00,2023-05-30 00:00:00,2023-05-30 09:00:00,2023-05-30 09:48:00,3411
6939,LH,LAX,MIA,2023-11-19 02:00:00,2023-11-19 03:10:00,2023-11-19 05:00:00,2023-11-19 05:06:00,849
7208,AF,JFK,SEA,2023-07-09 02:00:00,2023-07-09 01:31:00,2023-07-09 14:00:00,2023-07-09 14:11:00,4975
4229,QF,DEN,SEA,2023-06-14 08:00:00,2023-06-14 08:50:00,2023-06-14 21:00:00,2023-06-14 21:07:00,3523
5139,EK,JFK,LAX,2023-02-26 23:00:00,2023-02-27 00:08:00,2023-02-27 14:00:00,2023-02-27 13:51:00,4276
1329,BA,DFW,MIA,2023-09-17 09:00:00,2023-09-17 09:21:00,2023-09-17 14:00:00,2023-09-17 14:43:00,2408
9279,LH,MIA,BOS,2023-09-10 06:00:00,2023-09-10 06:19:00,2023-09-10 17:00:00,2023-09-10 17:56:00,2866
9667,LH,ORD,ATL,2023-12-14 11:00:00,2023-12-14 11:35:00,2023-12-14 18:00:00,2023-12-14 17:44:00,3372
7615,SQ,BOS,SFO,2023-09-22 08:00:00,2023-09-22 07:56:00,2023-09-22 13:00:00,2023-09-22 14:13:00,4809
3153,UA,JFK,ORD,2023-10-23 10:00:00,2023-10-23 11:00:00,2023-10-23 20:00:00,2023-10-23 20:38:00,1196
7988,SQ,SFO,MIA,2023-06-04 04:00:00,2023-06-04 05:52:00,2023-06-04 09:00:00,2023-06-04 08:32:00,3090
8347,AF,ORD,DEN,2023-12-15 02:00:00,2023-12-15 03:50:00,2023-12-15 07:00:00,2023-12-15 08:04:00,2239
1963,BA,ATL,BOS,2023-08-29 20:00:00,2023-08-29 21:18:00,2023-08-30 11:00:00,2023-08-30 12:18:00,4366
2378,SQ,BOS,JFK,2023-12-15 06:00:00,2023-12-15 06:49:00,2023-12-15 18:00:00,2023-12-15 19:30:00,2134
6561,DL,DFW,SFO,2023-10-13 13:00:00,2023-10-13 12:53:00,2023-10-13 21:00:00,2023-10-13 20:59:00,4909
7762,BA,DFW,SFO,2023-11-25 07:00:00,2023-11-25 07:49:00,2023-11-25 12:00:00,2023-11-25 14:00:00,1531
7559,BA,DEN,LAX,2023-03-16 00:00:00,2023-03-16 00:09:00,2023-03-16 08:00:00,2023-03-16 09:46:00,729
6830,SW,SFO,JFK,2023-10-06 18:00:00,2023-10-06 17:47:00,2023-10-07 02:00:00,2023-10-07 03:46:00,2992
8704,LH,MIA,DEN,2023-10-30 11:00:00,2023-10-30 12:59:00,2023-10-30 20:00:00,2023-10-30 21:19:00,3255
3765,EK,DFW,MIA,2023-02-22 05:00:00,2023-02-22 05:11:00,2023-02-22 13:00:00,2023-02-22 12:57:00,1085
1953,BA,SEA,SFO,2023-11-14 12:00:00,2023-11-14 11:37:00,2023-11-14 14:00:00,2023-11-14 15:54:00,3794
8938,EK,MIA,DEN,2023-07-27 02:00:00,2023-07-27 02:39:00,2023-07-27 17:00:00,2023-07-27 18:37:00,4173
1840,BA,LAX,DEN,2023-08-07 19:00:00,2023-08-07 19:40:00,2023-08-08 10:00:00,2023-08-08 10:51:00,3147
2214,BA,MIA,BOS,2023-01-01 23:00:00,2023-01-01 23:24:00,2023-01-02 09:00:00,2023-01-02 09:28:00,2615
5144,UA,JFK,LAX,2023-05-16 16:00:00,2023-05-16 16:46:00,2023-05-17 03:00:00,2023-05-17 04:05:00,727
2225,QF,LAX,ORD,2023-07-25 18:00:00,2023-07-25 17:35:00,2023-07-26 08:00:00,2023-07-26 08:25:00,2249
1897,EK,DFW,DEN,2023-04-20 21:00:00,2023-04-20 21:48:00,2023-04-21 05:00:00,2023-04-21 04:51:00,3821
4095,AA,ORD,BOS,2023-07-06 17:00:00,2023-07-06 17:42:00,2023-07-07 05:00:00,2023-07-07 05:22:00,4435
7978,DL,SEA,JFK,2023-07-17 04:00:00,2023-07-17 05:26:00,2023-07-17 12:00:00,2023-07-17 12:38:00,3933
9153,AA,DEN,ORD,2023-02-03 00:00:00,2023-02-03 01:17:00,2023-02-03 05:00:00,2023-02-03 05:54:00,1694
9587,UA,SFO,JFK,2023-02-06 22:00:00,2023-02-06 21:45:00,2023-02-07 06:00:00,2023-02-07 05:45:00,1111
8468,AA,SEA,ATL,2023-07-09 11:00:00,2023-07-09 10:32:00,2023-07-10 01:00:00,2023-07-10 02:27:00,1429
3059,SQ,SEA,DFW,2023-03-28 23:00:00,2023-03-28 22:52:00,2023-03-29 02:00:00,2023-03-29 03:21:00,3002
8954,LH,BOS,DFW,2023-04-03 05:00:00,2023-04-03 06:03:00,2023-04-03 16:00:00,2023-04-03 17:51:00,507
8083,SW,DEN,ORD,2023-10-25 15:00:00,2023-10-25 16:36:00,2023-10-25 22:00:00,2023-10-25 21:40:00,2442
4472,EK,DFW,SEA,2023-02-21 18:00:00,2023-02-21 19:00:00,2023-02-21 23:00:00,2023-02-21 23:08:00,4865
6813,SW,BOS,DEN,2023-03-30 03:00:00,2023-03-30 03:35:00,2023-03-30 08:00:00,2023-03-30 09:50:00,3866
3526,EK,DEN,ATL,2023-08-08 11:00:00,2023-08-08 12:19:00,2023-08-09 01:00:00,2023-08-09 01:33:00,2822
8028,AF,SEA,MIA,2023-10-10 10:00:00,2023-10-10 10:49:00,2023-10-10 21:00:00,2023-10-10 22:25:00,1660
5442,AF,BOS,MIA,2023-11-21 08:00:00,2023-11-21 08:58:00,2023-11-21 23:00:00,2023-11-21 23:37:00,1769
9829,AF,BOS,ORD,2023-07-22 16:00:00,2023-07-22 15:50:00,2023-07-22 19:00:00,2023-07-22 20:06:00,2541
7721,AA,SFO,ATL,2023-02-02 09:00:00,2023-02-02 09:43:00,2023-02-02 19:00:00,2023-02-02 20:17:00,3279
4921,QF,SEA,ORD,2023-10-19 10:00:00,2023-10-19 11:00:00,2023-10-19 13:00:00,2023-10-19 14:58:00,2619
6915,SQ,DFW,MIA,2023-03-24 22:00:00,2023-03-24 22:23:00,2023-03-25 12:00:00,2023-03-25 13:03:00,3328
2272,AF,DFW,JFK,2023-08-29 16:00:00,2023-08-29 15:30:00,2023-08-30 03:00:00,2023-08-30 02:48:00,3000
2809,UA,LAX,MIA,2023-08-03 06:00:00,2023-08-03 05:41:00,2023-08-03 11:00:00,2023-08-03 12:03:00,4068
6620,SW,BOS,ATL,2023-03-26 18:00:00,2023-03-26 19:04:00,2023-03-27 09:00:00,2023-03-27 09:58:00,4238
3384,EK,ORD,SEA,2023-05-04 22:00:00,2023-05-04 22:26:00,2023-05-05 01:00:00,2023-05-05 01:34:00,3426
2345,SW,MIA,LAX,2023-11-07 10:00:00,2023-11-07 09:44:00,2023-11-07 22:00:00,2023-11-07 22:48:00,4410
9664,SW,DFW,ORD,2023-10-30 09:00:00,2023-10-30 09:36:00,2023-10-30 11:00:00,2023-10-30 12:11:00,2950
3864,DL,LAX,JFK,2023-04-19 05:00:00,2023-04-19 05:55:00,2023-04-19 07:00:00,2023-04-19 08:39:00,4785
5498,EK,SFO,LAX,2023-06-07 20:00:00,2023-06-07 20:49:00,2023-06-08 10:00:00,2023-06-08 11:12:00,1234
9364,QF,DEN,ATL,2023-02-17 23:00:00,2023-02-17 22:53:00,2023-02-18 06:00:00,2023-02-18 06:03:00,3603
2317,AA,LAX,SEA,2023-05-08 01:00:00,2023-05-08 02:09:00,2023-05-08 11:00:00,2023-05-08 12:24:00,4944
8578,BA,DEN,ATL,2023-06-16 06:00:00,2023-06-16 06:34:00,2023-06-16 09:00:00,2023-06-16 09:07:00,3569
6423,LH,JFK,DFW,2023-07-02 18:00:00,2023-07-02 18:26:00,2023-07-03 06:00:00,2023-07-03 05:50:00,4584
2295,SQ,BOS,MIA,2023-12-29 14:00:00,2023-12-29 15:32:00,2023-12-30 01:00:00,2023-12-30 00:54:00,1326
6284,QF,MIA,BOS,2023-06-13 12:00:00,2023-06-13 11:38:00,2023-06-13 23:00:00,2023-06-14 00:58:00,4363
6706,LH,SFO,DFW,2023-01-27 07:00:00,2023-01-27 07:44:00,2023-01-27 18:00:00,2023-01-27 18:58:00,4005
7996,BA,ORD,SFO,2023-08-16 23:00:00,2023-08-17 00:32:00,2023-08-17 09:00:00,2023-08-17 09:59:00,1747
2299,SW,LAX,ATL,2023-09-20 16:00:00,2023-09-20 17:42:00,2023-09-21 05:00:00,2023-09-21 06:04:00,2206
4281,AA,DEN,BOS,2023-12-31 04:00:00,2023-12-31 05:29:00,2023-12-31 17:00:00,2023-12-31 17:01:00,4047
6589,AF,LAX,MIA,2023-03-31 09:00:00,2023-03-31 09:39:00,2023-03-31 19:00:00,2023-03-31 20:15:00,2184
7071,SQ,MIA,BOS,2023-05-04 02:00:00,2023-05-04 02:14:00,2023-05-04 15:00:00,2023-05-04 14:35:00,4138
1861,SQ,SFO,ORD,2023-03-01 03:00:00,2023-03-01 03:27:00,2023-03-01 15:00:00,2023-03-01 16:51:00,4013
1820,AA,SFO,MIA,2023-10-22 22:00:00,2023-10-22 22:17:00,2023-10-23 08:00:00,2023-10-23 09:32:00,3894
6866,LH,SEA,DEN,2023-11-18 17:00:00,2023-11-18 16:56:00,2023-11-18 19:00:00,2023-11-18 19:20:00,2412
2781,BA,SFO,DFW,2023-06-02 18:00:00,2023-06-02 18:56:00,2023-06-03 08:00:00,2023-06-03 07:57:00,1157
4324,SQ,DEN,MIA,2023-10-12 19:00:00,2023-10-12 20:15:00,2023-10-13 07:00:00,2023-10-13 08:43:00,3942
7111,SW,SFO,ORD,2023-12-18 02:00:00,2023-12-18 02:28:00,2023-12-18 11:00:00,2023-12-18 11:45:00,3561
8188,AF,SFO,DFW,2023-10-15 16:00:00,2023-10-15 17:28:00,2023-10-15 20:00:00,2023-10-15 20:15:00,2684
1784,EK,SFO,SEA,2023-09-08 06:00:00,2023-09-08 07:24:00,2023-09-08 10:00:00,2023-09-08 11:55:00,1592
3358,SQ,LAX,DEN,2023-09-15 22:00:00,2023-09-15 22:51:00,2023-09-16 07:00:00,2023-09-16 08:30:00,4966
6574,SW,ATL,JFK,2023-05-24 17:00:00,2023-05-24 16:30:00,2023-05-25 03:00:00,2023-05-25 04:26:00,3320
3772,SW,JFK,SEA,2023-10-18 21:00:00,2023-10-18 22:10:00,2023-10-19 07:00:00,2023-10-19 07:27:00,2916
5334,LH,SFO,SEA,2023-02-07 03:00:00,2023-02-07 03:08:00,2023-02-07 08:00:00,2023-02-07 09:11:00,2370
3300,EK,MIA,LAX,2023-08-20 15:00:00,2023-08-20 15:39:00,2023-08-21 01:00:00,2023-08-21 01:53:00,2678
9932,AF,ATL,JFK,2023-04-09 22:00:00,2023-04-09 22:40:00,2023-04-10 09:00:00,2023-04-10 10:25:00,3258
3412,AA,SFO,SEA,2023-07-14 08:00:00,2023-07-14 08:34:00,2023-07-14 19:00:00,2023-07-14 19:41:00,1111
4139,UA,SFO,ATL,2023-06-15 08:00:00,2023-06-15 09:18:00,2023-06-15 20:00:00,2023-06-15 20:41:00,4638
1230,BA,SFO,SEA,2023-09-20 15:00:00,2023-09-20 15:28:00,2023-09-20 22:00:00,2023-09-20 22:38:00,3693
7626,AA,SFO,LAX,2023-03-08 17:00:00,2023-03-08 17:35:00,2023-03-09 06:00:00,2023-03-09 07:46:00,1895
6140,AA,DFW,JFK,2023-04-28 11:00:00,2023-04-28 11:24:00,2023-04-28 21:00:00,2023-04-28 22:44:00,3534
7187,AA,BOS,MIA,2023-07-25 03:00:00,2023-07-25 03:41:00,2023-07-25 14:00:00,2023-07-25 13:59:00,2985
4987,LH,MIA,SFO,2023-08-06 13:00:00,2023-08-06 14:00:00,2023-08-06 19:00:00,2023-08-06 19:00:00,1105
2258,EK,DEN,SFO,2023-04-27 22:00:00,2023-04-27 22:32:00,2023-04-28 12:00:00,2023-04-28 12:58:00,3924
5953,LH,DEN,MIA,2023-02-15 04:00:00,2023-02-15 03:34:00,2023-02-15 18:00:00,2023-02-15 18:56:00,2049
9132,LH,DFW,JFK,2023-08-08 14:00:00,2023-08-08 15:09:00,2023-08-08 21:00:00,2023-08-08 21:33:00,3773
9878,EK,ORD,SFO,2023-07-09 23:00:00,2023-07-09 23:38:00,2023-07-10 02:00:00,2023-07-10 02:23:00,3498
1015,EK,SFO,DEN,2023-03-22 06:00:00,2023-03-22 06:04:00,2023-03-22 08:00:00,2023-03-22 09:03:00,3181
2281,BA,JFK,MIA,2023-12-05 14:00:00,2023-12-05 15:21:00,2023-12-06 04:00:00,2023-12-06 03:41:00,3770
3498,QF,MIA,ATL,2023-10-09 21:00:00,2023-10-09 21:25:00,2023-10-10 11:00:00,2023-10-10 12:34:00,3181
2863,BA,DFW,LAX,2023-01-21 16:00:00,2023-01-21 16:13:00,2023-01-21 21:00:00,2023-01-21 22:28:00,1713
8887,QF,ATL,DFW,2023-07-11 06:00:00,2023-07-11 07:55:00,2023-07-11 16:00:00,2023-07-11 16:33:00,4367
2642,UA,MIA,ATL,2023-11-07 06:00:00,2023-11-07 06:57:00,2023-11-07 14:00:00,2023-11-07 15:19:00,4647
2228,QF,LAX,JFK,2023-07-18 23:00:00,2023-07-18 23:40:00,2023-07-19 06:00:00,2023-07-19 06:05:00,2041
3338,DL,SEA,ORD,2023-09-30 00:00:00,2023-09-30 01:34:00,2023-09-30 03:00:00,2023-09-30 03:31:00,4166
7595,EK,LAX,DEN,2023-09-11 21:00:00,2023-09-11 22:20:00,2023-09-12 09:00:00,2023-09-12 09:46:00,3803
5145,SW,JFK,SFO,2023-04-05 07:00:00,2023-04-05 08:19:00,2023-04-05 22:00:00,2023-04-05 22:35:00,825
3876,QF,DEN,DFW,2023-07-10 11:00:00,2023-07-10 12:34:00,2023-07-10 16:00:00,2023-07-10 15:54:00,1223
5701,QF,BOS,DFW,2023-10-15 02:00:00,2023-10-15 03:04:00,2023-10-15 14:00:00,2023-10-15 14:51:00,2282
3835,QF,ORD,DEN,2023-06-20 07:00:00,2023-06-20 07:17:00,2023-06-20 10:00:00,2023-06-20 09:59:00,3722
8766,SQ,BOS,SEA,2023-08-15 16:00:00,2023-08-15 17:04:00,2023-08-15 20:00:00,2023-08-15 20:56:00,4957
7522,SQ,BOS,SEA,2023-01-26 09:00:00,2023-01-26 11:00:00,2023-01-26 13:00:00,2023-01-26 14:57:00,3727
9017,SW,SFO,DEN,2023-04-09 12:00:00,2023-04-09 12:52:00,2023-04-10 03:00:00,2023-04-10 02:42:00,2438
3148,BA,LAX,SEA,2023-11-01 00:00:00,2023-11-01 00:20:00,2023-11-01 02:00:00,2023-11-01 02:20:00,1558
2088,EK,SFO,MIA,2023-05-17 17:00:00,2023-05-17 18:55:00,2023-05-17 21:00:00,2023-05-17 21:37:00,4951
2823,SW,ORD,DFW,2023-10-18 01:00:00,2023-10-18 01:58:00,2023-10-18 06:00:00,2023-10-18 06:04:00,3124
3324,QF,ATL,DEN,2023-11-11 16:00:00,2023-11-11 16:27:00,2023-11-12 07:00:00,2023-11-12 07:26:00,4166
7473,UA,ATL,JFK,2023-02-02 05:00:00,2023-02-02 05:54:00,2023-02-02 12:00:00,2023-02-02 12:39:00,2076
9523,BA,MIA,JFK,2023-07-24 20:00:00,2023-07-24 20:43:00,2023-07-25 06:00:00,2023-07-25 07:07:00,4208
7497,UA,SEA,SFO,2023-06-17 04:00:00,2023-06-17 03:40:00,2023-06-17 09:00:00,2023-06-17 09:33:00,886
3057,QF,JFK,DEN,2023-08-15 16:00:00,2023-08-15 17:38:00,2023-08-15 22:00:00,2023-08-15 22:28:00,1786
9597,SW,LAX,DEN,2023-09-20 14:00:00,2023-09-20 15:09:00,2023-09-21 00:00:00,2023-09-21 00:40:00,3563
4731,QF,SEA,DFW,2023-02-25 11:00:00,2023-02-25 11:55:00,2023-02-25 17:00:00,2023-02-25 18:45:00,4606
7726,SW,BOS,DEN,2023-12-02 15:00:00,2023-12-02 15:25:00,2023-12-02 22:00:00,2023-12-02 23:29:00,4735
3685,UA,ATL,MIA,2023-11-17 16:00:00,2023-11-17 17:51:00,2023-11-18 00:00:00,2023-11-17 23:35:00,1165
5317,LH,MIA,DFW,2023-07-20 02:00:00,2023-07-20 02:29:00,2023-07-20 10:00:00,2023-07-20 09:38:00,4203
3996,AF,MIA,ATL,2023-08-25 08:00:00,2023-08-25 07:39:00,2023-08-25 15:00:00,2023-08-25 15:35:00,4196
8005,AF,JFK,DFW,2023-02-02 08:00:00,2023-02-02 08:46:00,2023-02-02 15:00:00,2023-02-02 14:37:00,1527
9061,QF,DEN,DFW,2023-06-02 03:00:00,2023-06-02 04:45:00,2023-06-02 17:00:00,2023-06-02 18:23:00,4538
5632,SW,BOS,SFO,2023-05-20 00:00:00,2023-05-20 01:17:00,2023-05-20 15:00:00,2023-05-20 14:40:00,2406
3026,SW,SEA,ORD,2023-01-27 21:00:00,2023-01-27 21:33:00,2023-01-28 11:00:00,2023-01-28 11:13:00,2488
8287,AA,BOS,LAX,2023-11-24 11:00:00,2023-11-24 10:48:00,2023-11-24 23:00:00,2023-11-24 22:57:00,4712
3233,SW,SEA,BOS,2023-03-11 09:00:00,2023-03-11 10:12:00,2023-03-11 19:00:00,2023-03-11 19:23:00,3326
5586,SQ,BOS,JFK,2023-05-02 06:00:00,2023-05-02 05:50:00,2023-05-02 21:00:00,2023-05-02 21:47:00,3573
9702,QF,ATL,SFO,2023-02-13 22:00:00,2023-02-13 22:36:00,2023-02-14 07:00:00,2023-02-14 07:48:00,591
1429,LH,ATL,DEN,2023-07-10 22:00:00,2023-07-10 22:16:00,2023-07-11 04:00:00,2023-07-11 04:19:00,3984
9008,SQ,JFK,SEA,2023-03-16 14:00:00,2023-03-16 14:43:00,2023-03-17 05:00:00,2023-03-17 06:42:00,1871
5494,BA,ORD,MIA,2023-08-07 14:00:00,2023-08-07 14:08:00,2023-08-08 05:00:00,2023-08-08 05:10:00,2089
9270,LH,JFK,MIA,2023-01-19 00:00:00,2023-01-19 00:54:00,2023-01-19 02:00:00,2023-01-19 02:38:00,4522
8482,UA,BOS,DEN,2023-01-23 18:00:00,2023-01-23 19:11:00,2023-01-24 04:00:00,2023-01-24 05:37:00,1703
5178,EK,BOS,ORD,2023-02-02 09:00:00,2023-02-02 10:05:00,2023-02-02 17:00:00,2023-02-02 18:22:00,4797
5673,AF,ORD,ATL,2023-12-12 23:00:00,2023-12-12 23:04:00,2023-12-13 06:00:00,2023-12-13 06:53:00,3036
9303,SQ,SEA,DFW,2023-01-28 18:00:00,2023-01-28 18:36:00,2023-01-29 06:00:00,2023-01-29 05:49:00,3119
2289,BA,ATL,SEA,2023-11-27 00:00:00,2023-11-27 01:06:00,2023-11-27 04:00:00,2023-11-27 05:30:00,851
4532,BA,DEN,SEA,2023-06-12 06:00:00,2023-06-12 06:13:00,2023-06-12 12:00:00,2023-06-12 13:57:00,2175
4250,AF,LAX,BOS,2023-04-20 06:00:00,2023-04-20 08:00:00,2023-04-20 09:00:00,2023-04-20 10:25:00,594
8485,DL,SFO,ATL,2023-06-25 02:00:00,2023-06-25 02:01:00,2023-06-25 04:00:00,2023-06-25 05:17:00,2375
6335,SQ,ORD,BOS,2023-01-22 14:00:00,2023-01-22 14:54:00,2023-01-22 19:00:00,2023-01-22 20:59:00,1845
8934,SW,SFO,DEN,2023-10-28 23:00:00,2023-10-28 22:32:00,2023-10-29 06:00:00,2023-10-29 06:40:00,1918
5998,EK,DEN,ORD,2023-10-27 02:00:00,2023-10-27 02:00:00,2023-10-27 04:00:00,2023-10-27 04:45:00,1456
2648,EK,DEN,SEA,2023-10-08 09:00:00,2023-10-08 09:41:00,2023-10-08 11:00:00,2023-10-08 12:10:00,1680
2898,DL,BOS,DFW,2023-01-01 14:00:00,2023-01-01 15:32:00,2023-01-01 23:00:00,2023-01-02 00:34:00,3344
8633,AA,DEN,SFO,2023-05-31 15:00:00,2023-05-31 16:10:00,2023-06-01 01:00:00,2023-06-01 00:53:00,3572
1868,LH,ATL,LAX,2023-05-29 18:00:00,2023-05-29 18:27:00,2023-05-29 21:00:00,2023-05-29 20:49:00,4486
2263,AA,SEA,SFO,2023-03-28 12:00:00,2023-03-28 13:02:00,2023-03-29 03:00:00,2023-03-29 02:38:00,983
3777,AA,ORD,LAX,2023-04-20 03:00:00,2023-04-20 04:47:00,2023-04-20 13:00:00,2023-04-20 13:55:00,1647
5929,BA,JFK,DEN,2023-07-07 18:00:00,2023-07-07 18:23:00,2023-07-08 06:00:00,2023-07-08 07:50:00,759
7765,QF,LAX,ORD,2023-06-12 13:00:00,2023-06-12 12:39:00,2023-06-13 04:00:00,2023-06-13 04:30:00,3426
1821,AF,SEA,JFK,2023-04-12 18:00:00,2023-04-12 17:43:00,2023-04-12 22:00:00,2023-04-12 22:37:00,1030
4235,BA,MIA,BOS,2023-01-11 09:00:00,2023-01-11 09:12:00,2023-01-11 17:00:00,2023-01-11 17:43:00,2495
3753,DL,SFO,ATL,2023-10-16 00:00:00,2023-10-16 01:07:00,2023-10-16 05:00:00,2023-10-16 05:17:00,4549
9283,AA,DFW,SEA,2023-07-26 14:00:00,2023-07-26 15:24:00,2023-07-26 17:00:00,2023-07-26 18:22:00,2577
2452,UA,ATL,BOS,2023-07-04 07:00:00,2023-07-04 07:21:00,2023-07-04 11:00:00,2023-07-04 10:30:00,4387
3888,DL,BOS,JFK,2023-05-18 20:00:00,2023-05-18 21:47:00,2023-05-19 06:00:00,2023-05-19 07:25:00,3595
7743,QF,ORD,JFK,2023-07-31 22:00:00,2023-07-31 22:16:00,2023-08-01 07:00:00,2023-08-01 08:02:00,1119
5328,SW,ORD,DEN,2023-11-10 22:00:00,2023-11-10 22:40:00,2023-11-11 09:00:00,2023-11-11 08:45:00,1688
1336,BA,BOS,MIA,2023-09-11 21:00:00,2023-09-11 20:54:00,2023-09-12 10:00:00,2023-09-12 11:48:00,1378
4481,SW,ORD,DFW,2023-04-29 05:00:00,2023-04-29 06:15:00,2023-04-29 11:00:00,2023-04-29 10:55:00,3345
9708,QF,ORD,DEN,2023-02-19 15:00:00,2023-02-19 16:21:00,2023-02-19 19:00:00,2023-02-19 20:49:00,2780
7170,DL,JFK,BOS,2023-11-02 03:00:00,2023-11-02 04:13:00,2023-11-02 18:00:00,2023-11-02 18:12:00,3228
8721,EK,MIA,BOS,2023-04-08 17:00:00,2023-04-08 18:39:00,2023-04-09 01:00:00,2023-04-09 00:31:00,769
6120,QF,JFK,DFW,2023-02-01 19:00:00,2023-02-01 19:09:00,2023-02-02 09:00:00,2023-02-02 09:15:00,4403
1842,LH,SEA,SFO,2023-01-06 19:00:00,2023-01-06 20:49:00,2023-01-06 23:00:00,2023-01-06 23:47:00,2252
8226,BA,SFO,SEA,2023-01-30 11:00:00,2023-01-30 10:39:00,2023-01-31 00:00:00,2023-01-31 00:48:00,2504
8472,SQ,BOS,SEA,2023-05-30 02:00:00,2023-05-30 01:49:00,2023-05-30 08:00:00,2023-05-30 09:43:00,605
7512,AA,JFK,DEN,2023-11-04 23:00:00,2023-11-04 23:03:00,2023-11-05 13:00:00,2023-11-05 15:00:00,2770
